FIPS,med_inc,Type,shops_per_1000
25017312e3,42426,Starbucks,0
25017312100,46228,Dunkin Donuts,0
25017312100,46228,Starbucks,0
25017312200,64500,Dunkin Donuts,0.220458553791887
25017312200,64500,Starbucks,0.220458553791887
25017312300,57708,Dunkin Donuts,0.205676676264912
25017312300,57708,Starbucks,0
25017312400,37525,Dunkin Donuts,0
25017312400,37525,Starbucks,0
25017312501,69583,Dunkin Donuts,0
25017312501,69583,Starbucks,0
25017312502,71146,Dunkin Donuts,0
25017312502,71146,Starbucks,0
25017313101,109615,Dunkin Donuts,0.342172797262618
25017313101,109615,Starbucks,0
25017313102,85905,Dunkin Donuts,0.166057788110262
25017313102,85905,Starbucks,0
25017314101,74568,Dunkin Donuts,0.17223561832587
25017314101,74568,Starbucks,0
25017314102,73022,Dunkin Donuts,0
25017314102,73022,Starbucks,0
25017314200,71136,Dunkin Donuts,0.178762960314623
25017314200,71136,Starbucks,0
25017314301,79387,Dunkin Donuts,0.117536436295252
25017314301,79387,Starbucks,0
25017314302,127935,Dunkin Donuts,0
25017314302,127935,Starbucks,0
25017315100,101389,Dunkin Donuts,0.319131961065901
25017315100,101389,Starbucks,0
25017315200,87480,Dunkin Donuts,0.261574679571018
25017315200,87480,Starbucks,0
25017315401,66711,Dunkin Donuts,0
25017315401,66711,Starbucks,0
25017315402,108295,Dunkin Donuts,0.341646737273659
25017315402,108295,Starbucks,0
25017315403,99875,Dunkin Donuts,0
25017315403,99875,Starbucks,0
25017315500,80638,Dunkin Donuts,0.133351113481798
25017315500,80638,Starbucks,0
25017316101,93798,Dunkin Donuts,0
25017316101,93798,Starbucks,0
25017316102,96150,Dunkin Donuts,0
25017316102,96150,Starbucks,0
25017316201,101587,Dunkin Donuts,0
25017316201,101587,Starbucks,0
25017316202,112426,Dunkin Donuts,0.2255299954894
25017316202,112426,Starbucks,0
25017316300,74330,Dunkin Donuts,0.247127146917089
25017316300,74330,Starbucks,0
25017316400,88906,Dunkin Donuts,0.15617679212869
25017316400,88906,Starbucks,0
25017316500,99863,Dunkin Donuts,0.305483427524057
25017316500,99863,Starbucks,0.152741713762028
25017317101,90298,Dunkin Donuts,0.164446637066272
25017317101,90298,Starbucks,0
25017317102,89241,Dunkin Donuts,0
25017317102,89241,Starbucks,0
25017317103,128108,Dunkin Donuts,0
25017317103,128108,Starbucks,0
25017317201,116800,Dunkin Donuts,0
25017317201,116800,Starbucks,0
25017317202,119075,Dunkin Donuts,0
25017317202,119075,Starbucks,0
25017317203,86729,Dunkin Donuts,0.474270808631729
25017317203,86729,Starbucks,0
25017317301,77120,Dunkin Donuts,0
25017317301,77120,Starbucks,0.354233085370174
25017317302,69440,Dunkin Donuts,0.182982616651418
25017317302,69440,Starbucks,0
25017318100,115082,Dunkin Donuts,0.148257968865827
25017318100,115082,Starbucks,0
25017318200,107000,Dunkin Donuts,0.24919013207077
25017318200,107000,Starbucks,0
25017318300,148770,Dunkin Donuts,0
25017318300,148770,Starbucks,0
25017318400,149353,Dunkin Donuts,0.48828125
25017318400,149353,Starbucks,0.244140625
25017320102,129596,Dunkin Donuts,0
25017320102,129596,Starbucks,0.186254423542559
25017320103,114667,Dunkin Donuts,0
25017320103,114667,Starbucks,0
25017320104,131643,Dunkin Donuts,0.13401232913428
25017320104,131643,Starbucks,0.13401232913428
25017321100,79630,Dunkin Donuts,0.141984949595343
25017321100,79630,Starbucks,0
25017321200,64122,Dunkin Donuts,0.304599451720987
